07/05-11:42:57.616982, 2958, UDP, raw, 151, C2S, fe80::6d07:ea13:6f73:ed41:546, ff02::1:2:547, 301:1:1, allow
07/05-13:57:02.640161, 8798614, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47362, 301:1:1, allow
07/05-13:57:02.642131, 8798624, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47368, 301:1:1, allow
07/05-13:57:02.643126, 8798636, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:44430, 301:1:1, allow
07/05-13:57:02.644127, 8798651, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47370, 301:1:1, allow
07/05-13:57:02.652133, 8798775, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47384, 301:1:1, allow
07/05-13:57:02.653096, 8798793, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47386, 301:1:1, allow
07/05-13:57:02.653144, 8798794, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47388, 301:1:1, allow
07/05-13:57:02.656084, 8798840, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47390, 301:1:1, allow
07/05-13:57:02.656129, 8798841, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47392, 301:1:1, allow
07/05-13:57:02.659126, 8798878, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47396, 301:1:1, allow
07/05-13:57:02.661111, 8798897, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47402, 301:1:1, allow
07/05-13:57:02.663126, 8798924, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47404, 301:1:1, allow
07/05-13:57:02.664135, 8798934, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47410, 301:1:1, allow
07/05-13:57:02.667182, 8798973, TCP, raw, 60, C2S, 172.16.0.1:47414, 192.168.10.50:80, 301:1:1, allow
07/05-13:57:02.671127, 8799024, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47420, 301:1:1, allow
07/05-13:57:02.671166, 8799025, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47422, 301:1:1, allow
07/05-13:57:02.675139, 8799080, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47430, 301:1:1, allow
07/05-13:57:02.684150, 8799204, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47444, 301:1:1, allow
07/05-13:57:02.686068, 8799229, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47448, 301:1:1, allow
07/05-13:57:02.688086, 8799257, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47454, 301:1:1, allow
07/05-13:57:02.692149, 8799301, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47460, 301:1:1, allow
07/05-13:57:02.693124, 8799317, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47462, 301:1:1, allow
07/05-13:57:02.695122, 8799343, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47466, 301:1:1, allow
07/05-13:57:02.699135, 8799394, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47470, 301:1:1, allow
07/05-13:57:02.700146, 8799413, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47478, 301:1:1, allow
07/05-13:57:02.700161, 8799414, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47476, 301:1:1, allow
07/05-13:57:02.707133, 8799500, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47488, 301:1:1, allow
07/05-13:57:02.712069, 8799545, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47494, 301:1:1, allow
07/05-13:57:02.712135, 8799549, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47496, 301:1:1, allow
07/05-13:57:02.715093, 8799602, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47502, 301:1:1, allow
07/05-13:57:02.715150, 8799605, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47504, 301:1:1, allow
07/05-13:57:02.716073, 8799617, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47506, 301:1:1, allow
07/05-13:57:02.716126, 8799619, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47508, 301:1:1, allow
07/05-13:57:02.718085, 8799639, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47510, 301:1:1, allow
07/05-13:57:02.720089, 8799658, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47512, 301:1:1, allow
07/05-13:57:02.720107, 8799659, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47514, 301:1:1, allow
07/05-13:57:02.722121, 8799687, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47518, 301:1:1, allow
07/05-13:57:02.723136, 8799698, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47520, 301:1:1, allow
07/05-13:57:02.725097, 8799731, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47522, 301:1:1, allow
07/05-13:57:02.728086, 8799771, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47530, 301:1:1, allow
07/05-13:57:02.730113, 8799797, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47532, 301:1:1, allow
07/05-13:57:02.734081, 8799849, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47538, 301:1:1, allow
07/05-13:57:02.734140, 8799853, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47540, 301:1:1, allow
07/05-13:57:02.734156, 8799854, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47542, 301:1:1, allow
07/05-13:57:02.741120, 8799946, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47550, 301:1:1, allow
07/05-13:57:02.741149, 8799949, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47552, 301:1:1, allow
07/05-13:57:02.746090, 8800007, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47562, 301:1:1, allow
07/05-13:57:02.747112, 8800014, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47564, 301:1:1, allow
07/05-13:57:02.753108, 8800103, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47576, 301:1:1, allow
07/05-13:57:02.755109, 8800133, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47580, 301:1:1, allow
07/05-13:57:02.757110, 8800156, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47584, 301:1:1, allow
07/05-13:57:02.759105, 8800181, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47586, 301:1:1, allow
07/05-13:57:02.759108, 8800182, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47588, 301:1:1, allow
07/05-13:57:02.760112, 8800198, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47590, 301:1:1, allow
07/05-13:57:02.761077, 8800211, TCP, raw, 60, C2S, 172.16.0.1:47592, 192.168.10.50:80, 301:1:1, allow
07/05-13:57:02.766082, 8800263, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47600, 301:1:1, allow
07/05-13:57:02.769065, 8800316, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47606, 301:1:1, allow
07/05-13:57:02.771089, 8800341, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47608, 301:1:1, allow
07/05-13:57:02.771122, 8800342, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47610, 301:1:1, allow
07/05-13:57:02.773116, 8800368, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47612, 301:1:1, allow
07/05-13:57:02.773134, 8800369, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47614, 301:1:1, allow
07/05-13:57:02.775135, 8800393, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47618, 301:1:1, allow
07/05-13:57:02.777130, 8800429, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47622, 301:1:1, allow
07/05-13:57:02.781081, 8800478, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47628, 301:1:1, allow
07/05-13:57:02.784121, 8800509, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47632, 301:1:1, allow
07/05-13:57:02.785080, 8800527, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47636, 301:1:1, allow
07/05-13:57:02.786068, 8800539, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47638, 301:1:1, allow
07/05-13:57:02.790100, 8800593, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47644, 301:1:1, allow
07/05-13:57:02.790106, 8800594, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47646, 301:1:1, allow
07/05-13:57:02.792128, 8800625, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47650, 301:1:1, allow
07/05-13:57:02.794081, 8800654, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47654, 301:1:1, allow
07/05-13:57:02.796104, 8800669, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47656, 301:1:1, allow
07/05-13:57:02.800149, 8800722, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47664, 301:1:1, allow
07/05-13:57:02.802092, 8800746, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47668, 301:1:1, allow
07/05-13:57:02.803101, 8800758, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47670, 301:1:1, allow
07/05-13:57:02.803127, 8800760, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:44456, 301:1:1, allow
07/05-13:57:02.806098, 8800803, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47676, 301:1:1, allow
07/05-13:57:02.808087, 8800831, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47680, 301:1:1, allow
07/05-13:57:02.808087, 8800832, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47678, 301:1:1, allow
07/05-13:57:02.809138, 8800843, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47682, 301:1:1, allow
07/05-13:57:02.811155, 8800868, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47684, 301:1:1, allow
07/05-13:57:02.814140, 8800908, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47690, 301:1:1, allow
07/05-13:57:02.815123, 8800920, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47692, 301:1:1, allow
07/05-13:57:02.819124, 8800980, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47698, 301:1:1, allow
07/05-13:57:02.819125, 8800981, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47700, 301:1:1, allow
07/05-13:57:02.821111, 8801007, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47704, 301:1:1, allow
07/05-13:57:02.821123, 8801008, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47706, 301:1:1, allow
07/05-13:57:02.830116, 8801125, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47720, 301:1:1, allow
07/05-13:57:02.832118, 8801146, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47722, 301:1:1, allow
07/05-13:57:02.833119, 8801170, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47724, 301:1:1, allow
07/05-13:57:02.835135, 8801209, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:44466, 301:1:1, allow
07/05-13:57:02.843087, 8801303, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47744, 301:1:1, allow
07/05-13:57:02.845103, 8801328, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47748, 301:1:1, allow
07/05-13:57:02.849155, 8801381, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47756, 301:1:1, allow
07/05-13:57:02.850126, 8801390, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47758, 301:1:1, allow
07/05-13:57:02.851125, 8801402, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:44472, 301:1:1, allow
07/05-13:57:02.852069, 8801420, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47760, 301:1:1, allow
07/05-13:57:02.852107, 8801424, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47762, 301:1:1, allow
07/05-13:57:02.854093, 8801445, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47764, 301:1:1, allow
07/05-13:57:02.854118, 8801446, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47766, 301:1:1, allow
07/05-13:57:02.856129, 8801467, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47768, 301:1:1, allow
07/05-13:57:02.858111, 8801492, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47772, 301:1:1, allow
07/05-13:57:02.859133, 8801509, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47774, 301:1:1, allow
07/05-13:57:02.860084, 8801524, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47776, 301:1:1, allow
07/05-13:57:02.860125, 8801525, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47778, 301:1:1, allow
07/05-13:57:02.862097, 8801545, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47780, 301:1:1, allow
07/05-13:57:02.863136, 8801557, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47782, 301:1:1, allow
07/05-13:57:02.867122, 8801620, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:44476, 301:1:1, allow
07/05-13:57:02.867124, 8801621, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:44474, 301:1:1, allow
07/05-13:57:02.867130, 8801622, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:44480, 301:1:1, allow
07/05-13:57:02.867134, 8801623, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47792, 301:1:1, allow
07/05-13:57:02.870072, 8801659, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47794, 301:1:1, allow
07/05-13:57:02.870127, 8801664, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47796, 301:1:1, allow
07/05-13:57:02.872124, 8801687, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47798, 301:1:1, allow
07/05-13:57:02.873075, 8801705, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47802, 301:1:1, allow
07/05-13:57:02.874099, 8801721, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47804, 301:1:1, allow
07/05-13:57:02.878084, 8801765, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47810, 301:1:1, allow
07/05-13:57:02.880077, 8801798, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47814, 301:1:1, allow
07/05-13:57:02.881096, 8801819, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47816, 301:1:1, allow
07/05-13:57:02.882072, 8801829, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47818, 301:1:1, allow
07/05-13:57:02.883123, 8801839, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47820, 301:1:1, allow
07/05-13:57:02.883124, 8801840, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:44484, 301:1:1, allow
07/05-13:57:02.883128, 8801842, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:44486, 301:1:1, allow
07/05-13:57:02.884092, 8801860, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47822, 301:1:1, allow
07/05-13:57:02.885222, 8801875, TCP, raw, 60, C2S, 172.16.0.1:47824, 192.168.10.50:80, 301:1:1, allow
07/05-13:57:02.887081, 8801893, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47826, 301:1:1, allow
07/05-13:57:02.887134, 8801899, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47828, 301:1:1, allow
07/05-13:57:02.888071, 8801920, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47830, 301:1:1, allow
07/05-13:57:02.892070, 8801971, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47838, 301:1:1, allow
07/05-13:57:02.894089, 8801994, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47840, 301:1:1, allow
07/05-13:57:02.899127, 8802062, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47850, 301:1:1, allow
07/05-13:57:02.899134, 8802063, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47848, 301:1:1, allow
07/05-13:57:02.904090, 8802123, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47858, 301:1:1, allow
07/05-13:57:02.904093, 8802124, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47860, 301:1:1, allow
07/05-13:57:02.906070, 8802153, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47862, 301:1:1, allow
07/05-13:57:02.906151, 8802156, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47864, 301:1:1, allow
07/05-13:57:02.911075, 8802221, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47870, 301:1:1, allow
07/05-13:57:02.911138, 8802223, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47872, 301:1:1, allow
07/05-13:57:02.913081, 8802249, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47874, 301:1:1, allow
07/05-13:57:02.915078, 8802274, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47878, 301:1:1, allow
07/05-13:57:02.915084, 8802275, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47880, 301:1:1, allow
07/05-13:57:02.915131, 8802277, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:44490, 301:1:1, allow
07/05-13:57:02.919078, 8802323, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47886, 301:1:1, allow
07/05-13:57:02.922120, 8802362, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47892, 301:1:1, allow
07/05-13:57:02.925094, 8802411, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47896, 301:1:1, allow
07/05-13:57:02.927128, 8802442, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47902, 301:1:1, allow
07/05-13:57:02.930108, 8802479, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47906, 301:1:1, allow
07/05-13:57:02.930111, 8802480, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47908, 301:1:1, allow
07/05-13:57:02.931099, 8802491, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47910, 301:1:1, allow
07/05-13:57:02.938074, 8802573, TCP, raw, 60, C2S, 172.16.0.1:47920, 192.168.10.50:80, 301:1:1, allow
07/05-13:57:02.938086, 8802575, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47922, 301:1:1, allow
07/05-13:57:02.940093, 8802612, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47924, 301:1:1, allow
07/05-13:57:02.940128, 8802615, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47926, 301:1:1, allow
07/05-13:57:02.941122, 8802630, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47930, 301:1:1, allow
07/05-13:57:02.943075, 8802652, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47932, 301:1:1, allow
07/05-13:57:02.946115, 8802694, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47938, 301:1:1, allow
07/05-13:57:02.946125, 8802695, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47936, 301:1:1, allow
07/05-13:57:02.948070, 8802721, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47940, 301:1:1, allow
07/05-13:57:02.950119, 8802744, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47946, 301:1:1, allow
07/05-13:57:02.950119, 8802745, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47944, 301:1:1, allow
07/05-13:57:02.953100, 8802782, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47950, 301:1:1, allow
07/05-13:57:02.963149, 8802889, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47968, 301:1:1, allow
07/05-13:57:02.963198, 8802893, TCP, raw, 60, C2S, 172.16.0.1:39538, 192.168.10.50:80, 301:1:1, allow
07/05-13:57:02.964153, 8802916, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47970, 301:1:1, allow
07/05-13:57:02.965114, 8802922, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47972, 301:1:1, allow
07/05-13:57:02.971140, 8803004, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47982, 301:1:1, allow
07/05-13:57:02.975124, 8803056, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47990, 301:1:1, allow
07/05-13:57:02.976174, 8803071, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:47992, 301:1:1, allow
07/05-13:57:02.980116, 8803126, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48000, 301:1:1, allow
07/05-13:57:02.980118, 8803127, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48002, 301:1:1, allow
07/05-13:57:02.991113, 8803262, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48018, 301:1:1, allow
07/05-13:57:02.995130, 8803328, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46204, 301:1:1, allow
07/05-13:57:02.999170, 8803388, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48038, 301:1:1, allow
07/05-13:57:03.001135, 8803403, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48040, 301:1:1, allow
07/05-13:57:03.002233, 8803424, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48044, 301:1:1, allow
07/05-13:57:03.007105, 8803492, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48050, 301:1:1, allow
07/05-13:57:03.007108, 8803493, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48052, 301:1:1, allow
07/05-13:57:03.011117, 8803549, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48058, 301:1:1, allow
07/05-13:57:03.014137, 8803590, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48064, 301:1:1, allow
07/05-13:57:03.019104, 8803654, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48072, 301:1:1, allow
07/05-13:57:03.019147, 8803659, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48074, 301:1:1, allow
07/05-13:57:03.021112, 8803689, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48076, 301:1:1, allow
07/05-13:57:03.024103, 8803728, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48084, 301:1:1, allow
07/05-13:57:03.027076, 8803778, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46264, 301:1:1, allow
07/05-13:57:03.030075, 8803810, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48094, 301:1:1, allow
07/05-13:57:03.032077, 8803843, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48098, 301:1:1, allow
07/05-13:57:03.036095, 8803889, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48104, 301:1:1, allow
07/05-13:57:03.036126, 8803890, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48106, 301:1:1, allow
07/05-13:57:03.038071, 8803918, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48110, 301:1:1, allow
07/05-13:57:03.040100, 8803938, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48112, 301:1:1, allow
07/05-13:57:03.042123, 8803974, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48118, 301:1:1, allow
07/05-13:57:03.051078, 8804086, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48134, 301:1:1, allow
07/05-13:57:03.051096, 8804087, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46306, 301:1:1, allow
07/05-13:57:03.054091, 8804124, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48140, 301:1:1, allow
07/05-13:57:03.057093, 8804161, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48146, 301:1:1, allow
07/05-13:57:03.059081, 8804197, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48148, 301:1:1, allow
07/05-13:57:03.063099, 8804241, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48156, 301:1:1, allow
07/05-13:57:03.064136, 8804260, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48158, 301:1:1, allow
07/05-13:57:03.068061, 8804316, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48166, 301:1:1, allow
07/05-13:57:03.075088, 8804410, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48182, 301:1:1, allow
07/05-13:57:03.075094, 8804411, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48180, 301:1:1, allow
07/05-13:57:03.077078, 8804434, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48184, 301:1:1, allow
07/05-13:57:03.079079, 8804452, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48186, 301:1:1, allow
07/05-13:57:03.094112, 8804555, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48188, 301:1:1, allow
07/05-13:57:03.098154, 8804642, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48194, 301:1:1, allow
07/05-13:57:03.099143, 8804672, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48196, 301:1:1, allow
07/05-13:57:03.099154, 8804673, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48198, 301:1:1, allow
07/05-13:57:03.101066, 8804730, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48212, 301:1:1, allow
07/05-13:57:03.102082, 8804748, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48228, 301:1:1, allow
07/05-13:57:03.103140, 8804768, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46398, 301:1:1, allow
07/05-13:57:03.105111, 8804783, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48234, 301:1:1, allow
07/05-13:57:03.109130, 8804848, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48240, 301:1:1, allow
07/05-13:57:03.110103, 8804860, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48246, 301:1:1, allow
07/05-13:57:03.111075, 8804880, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:46410, 301:1:1, allow
